"","business_id","name","neighborhood","address","postal_code","stars","review_count","categories","open_2019","american","age","chain"
"1201","DiCfRiL3WX-vwkK85qrIjw","""MrJims.Pizza of Las Vegas""","Centennial","""7181 Hualapai, Ste 120""","89166",3.5,90,"Restaurants;Pizza",1,"0",2521,FALSE
"1202","DiCWSyoaBkIpOVUdIO7Jlg","""Little Dumpling""",NA,"""6572 N Decatur Blvd, Ste 120""","89131",3,119,"Food;Chinese;Restaurants;Food Delivery Services;Thai",1,"0",4042,FALSE
"1203","diJLOTB7YfItRLcEr55MoQ","""Alibi Las Vegas""","Downtown","""707 Fremont St""","89101",4.5,45,"Tours;Arts & Entertainment;Food Tours;Scavenger Hunts;Hotels & Travel;Performing Arts;Active Life;Walking Tours",1,"0",1595,FALSE
"1204","DitL2M_iiHq0DcuA1vNMAQ","""Panda Express""","Westside","""4590 W Sahara Ave Sp101, Ste 101""","89102",3,39,"Restaurants;Chinese;Fast Food",1,"0",3809,TRUE
"1205","DiUgFZkt88xcDWG0OjjCaQ","""Domino's Pizza""","Southeast","""9310 S Eastern Ave""","89123",2.5,31,"Sandwiches;Restaurants;Pizza;Chicken Wings",1,"0",2990,TRUE
"1206","diwRPVKeYiUJ9tqlr1orAg","""Taco Bell""","Southeast","""6461 Boulder Hwy""","89122",2.5,33,"Tex-Mex;Restaurants;Mexican;Fast Food",1,"0",2482,TRUE
"1207","DIxgItsSI9QwX9H8lVptYg","""China A Go Go""","Northwest","""10450 W Cheyenne Ave, Ste120""","89129",4,70,"Thai;Restaurants;Japanese;Chinese",1,"0",995,TRUE
"1208","diY31IEunbV8MfDh81FS1A","""Smashburger""","The Lakes","""9101 W Sahara Ave""","89117",3.5,271,"Restaurants;Burgers",1,"1",3228,TRUE
"1209","dizXpumQ-R5Py87nNUFy8A","""Crisp Sandwich Company""","Southeast","""5715 S Pecos Rd, Ste C-2""","89120",4,18,"Sandwiches;Restaurants;Food;Delis",0,"0",778,FALSE
"1210","dj6nbGIqguJDXgz49nmFBw","""Pizza Hut""","Southwest","""7645 S. Rainbow Blvd.""","89139",2.5,65,"Italian;Pizza;Chicken Wings;Restaurants",1,"0",3991,TRUE
"1211","DJ7BTDEUe8iXgq0W_5npHw","""Carl's Donuts""","Southeast","""6350 Sunset Corporate Dr""","89120",4.5,27,"Bakeries;Professional Services;Donuts;Food;Wholesalers",1,"0",2836,FALSE
"1212","djAWtGq2IxKaxMIMw-P58A","""Feast Buffet""",NA,"""4111 Boulder Hwy""","89121",3,102,"Buffets;Restaurants",1,"0",2856,TRUE
"1213","djbZ5uQPKw9N4Dq9QXhdNw","""Twin Peaks""","The Strip","""3717 Las Vegas Blvd, Ste 285""","89109",3.5,375,"Nightlife;Sports Bars;Restaurants;Bars;American (New);American (Traditional)",1,"1",2226,FALSE
"1214","dJF4C707KVhFx1qcRJhlEA","""Phat Phrank's""",NA,"""4850 W Sunset Rd""","89118",4,451,"Mexican;Restaurants",1,"0",3350,FALSE
"1215","dJp6YuFJRCVHtM7SuY_mMA","""Love Thai Cuisine""","The Strip","""332 W Sahara Ave""","89102",3.5,3,"Thai;Restaurants",1,"0",2297,FALSE
"1216","dJR2vmBlydzsxR5P6BDFlQ","""Rubio's""","Summerlin","""11101 W Charleston Blvd""","89135",3.5,38,"Event Planning & Services;Seafood;Salad;Fast Food;Mexican;Restaurants;Caterers",1,"0",3321,FALSE
"1217","dJS3iH-odljqWS9MKEFsBA","""Johnny Rockets""","The Strip","""3555 Las Vegas Blvd S""","89109",3,97,"American (Traditional);Restaurants;Burgers;Sandwiches;Diners",1,"1",2724,TRUE
"1218","DJXZrIi4k1Iyd1mQRwxIMg","""Gyro Time""","Southeast","""5715 S Eastern Ave""","89119",3.5,69,"Greek;Restaurants",0,"0",3718,FALSE
"1219","dk1MV0MP32Xq-iBxzewl0A","""Tropical Smoothie Cafe""","Spring Valley","""9773 W Flamingo Rd, Ste 100""","89147",2,184,"Food;Breakfast & Brunch;Restaurants;Salad;Sandwiches;Juice Bars & Smoothies",1,"0",3559,TRUE
"1220","dk7pJipvk5MNZotQd9suUA","""Jimmy John's""","Summerlin","""10870 W Charleston Blvd, Ste 180""","89135",3,75,"Restaurants;Sandwiches",1,"0",1836,TRUE
"1221","dK9aepfn_fmKa1wCGxIUkQ","""Olay's Thai Express""","Southeast","""6087 S Pecos Rd, Ste 102""","89120",4,44,"Vegetarian;Laotian;Thai;Restaurants",0,"0",798,FALSE
"1222","dKdApYVFDSNYsNOso6NYlA","""White Castle""","The Strip","""3411 S Las Vegas Blvd""","89109",3,987,"Fast Food;Breakfast & Brunch;Restaurants;Burgers",1,"1",1546,FALSE
"1223","dKRex8yByClqozat8yBc_w","""Snooty Pets""","Westside","""8560 W Desert Inn Rd""","89117",4.5,78,"Bakeries;Pet Groomers;Pets;Pet Stores;Pet Services;Food",1,"0",3977,FALSE
"1224","DkttCY9pgiJfpPt7MrB2KA","""Rendezvous Wine & Dine""","Westside","""2605 S Decatur Blvd""","89102",3,27,"Sports Bars;Wine Bars;Filipino;American (New);Greek;Restaurants;Bars;Nightlife",1,"1",1193,FALSE
"1225","DKXUkIrFnMUMF535gf-dPA","""Frijoles & Frescas Grilled Tacos""","Spring Valley","""4811 S Rainbow Blvd""","89103",4.5,197,"Mexican;Restaurants;Caterers;Event Planning & Services",1,"0",1464,TRUE
"1226","DkYS3arLOhA8si5uUEmHOw","""Earl of Sandwich""","The Strip","""3667 Las Vegas Blvd S""","89109",4.5,4869,"Caterers;Sandwiches;Restaurants;Food Delivery Services;Salad;Food;Event Planning & Services;Soup;Wraps",1,"0",4213,TRUE
"1227","DkZuVzYuylBanEsWK7mNGw","""Yummy Grill & Sushi""",NA,"""7331 W Lake Mead Blvd, Ste 105""","89128",4.5,622,"Restaurants;Sushi Bars;Japanese;Seafood",1,"0",3391,TRUE
"1228","DLh5L_kp4cO1TXkp_p0hYA","""Café do Paraíso""",NA,"""3135 W Post Rd""","89118",5,3,"Food;Coffee & Tea;Coffee Roasteries",1,"0",641,FALSE
"1229","DLJCwHGtbAV31UQ1lnIjlw","""Siena Italian Authentic Trattoria and Deli""","Westside","""9500 W Sahara Ave""","89117",3.5,288,"Bakeries;Food;Italian;Delis;Restaurants",1,"0",4469,FALSE
"1230","dlNMXG9-BWsPGom0_lCCNQ","""Perú Chicken""","Eastside","""2055 E Tropicana Ave, Ste 9""","89119",4.5,117,"Peruvian;Restaurants;Chicken Wings;Latin American",1,"1",1975,FALSE
"1231","dlTgsi51JXinnmijEVuITw","""Popeyes Louisiana Kitchen""","Northwest","""7181 W Craig Rd""","89129",3,47,"Restaurants;Southern;Chicken Wings;American (Traditional);Fast Food",1,"1",2844,TRUE
"1232","DLw9rK8Qb6l7ESgxtR47qQ","""Ohana Hawaiian BBQ""","Southwest","""4360 Blue Diamond Rd, Ste 107""","89139",4,222,"Chinese;Restaurants;Barbeque;Hawaiian;Cantonese",1,"0",3578,TRUE
"1233","dm6sO_Y8JdKTE1ZM955yug","""Chada Thai & Wine""","Chinatown","""3400 S Jones Blvd, Ste 11A""","89146",4.5,423,"Restaurants;Wine Bars;Thai;Nightlife;Bars",0,"0",2380,FALSE
"1234","dM8Yp8StA1NdusK5Ta_j-g","""Retro Bakery""","Centennial","""7785 N Durango Dr, Ste 130""","89131",4.5,469,"Food;Bakeries;Desserts",1,"0",4042,FALSE
"1235","dMEo-GjWAmTVzq3_qeQX2g","""Wendy's""","The Strip","""3200 Las Vegas Blvd S, Ste 3060""","89109",2.5,13,"Restaurants;Fast Food;Burgers",0,"1",3449,TRUE
"1236","dmTP4Am6wKrxwHrBdmFsQA","""Burger King""","Spring Valley","""5240 S Fort Apache Rd""","89148",2.5,21,"Fast Food;Burgers;Restaurants",1,"1",3167,TRUE
"1237","Dn_x7Fiy4OEmCKHpeAV1Rg","""Stonehouse Bar & Grill""",NA,"""3889 E Craig Rd""","89115",3.5,16,"American (New);Karaoke;Restaurants;Nightlife;Sports Bars;American (Traditional);Bars",1,"1",2904,FALSE
"1238","dn51F67VLgPuqy_8SFk9oA","""Village Pub and Cafe""","Eastside","""4178 Koval Ln""","89109",3.5,532,"American (Traditional);Restaurants",1,"1",2550,FALSE
"1239","DnalbBqgX7afqSYgO5R8iQ","""California Pizza Kitchen""","The Strip","""3400 Las Vegas Blvd S, Ste. 1590""","89109",3,210,"Pizza;Restaurants;American (New)",1,"1",4185,TRUE
"1240","DNiL3RiD-mr29lx3Js3eBA","""Pupuseria Cabanas""","Eastside","""2520 S Eastern Ave, Unit C-D""","89104",3,16,"Latin American;Restaurants",1,"1",2998,FALSE
"1241","dNjgjAoJSJsvgc5g6nQnnw","""Roberto's Taco Shop""",NA,"""1380 W Cheyenne Ave, Ste 103""","89030",3.5,52,"Tacos;Restaurants;Mexican;Fast Food",1,"0",3082,TRUE
"1242","dNRbhJt4wd-ZU4lFVK3iiw","""17 South Booze & Bites""","Southeast","""7200 S Las Vegas Blvd""","89119",3,74,"American (New);Restaurants",1,"1",1773,FALSE
"1243","dO0KCBji2gSR503kp_e4-g","""Starbucks""","Chinatown","""3755 Spring Mountain Rd""","89103",3.5,66,"Coffee & Tea;Food",1,"0",3114,TRUE
"1244","Do4n_yK_K6DmR9_Es5qwlA","""Drugstore Cafe""","The Strip","""3131 Las Vegas Blvd S""","89109",3.5,159,"Coffee & Tea;Cafes;Food;Desserts;Delis;Sandwiches;Restaurants",1,"0",4748,FALSE
"1245","dOGLTIMqqQZn8xxBRsU6CQ","""Kung Fu Thai & Chinese Restaurant""","Chinatown","""3505 S Valley View Blvd""","89103",3.5,438,"Chinese;Restaurants;Vegetarian;Thai",1,"0",4612,FALSE
"1246","DogtzIX8OqcsSigxqnQ9WQ","""Sin City Brewing""","The Strip","""3663 Las Vegas Blvd S""","89109",4,82,"Nightlife;Food;Bars;Breweries",1,"0",4164,FALSE
"1247","Doqz6-NiXEPhr28koWESKw","""Grand Café""","Northwest","""4949 N Rancho Dr""","89130",2.5,85,"Breakfast & Brunch;Burgers;Restaurants;American (Traditional);Cafes;Sandwiches",1,"1",4139,FALSE
"1248","dOZXF4OwDaXXB3NYA7xj8w","""Subway""","The Strip","""3645 S Las Vegas Blvd""","89109",2,9,"Sandwiches;Fast Food;Restaurants",1,"0",2055,TRUE
"1249","dP1_wP59hvVDWNzFFS_6YQ","""Subway""","The Strip","""3999 Las Vegas Blvd S""","89119",2,15,"Restaurants;Sandwiches;Fast Food",1,"0",3154,TRUE
"1250","dPbvWt-6YVxtGkeh7f9JpQ","""Firehouse Subs""","Southeast","""9555 S Eastern Ave, Ste 130""","89123",4,123,"Restaurants;Fast Food;Sandwiches;Delis",1,"0",4312,TRUE
"1251","DPmZTwZuknnVPAeIGJq5SA","""Lee's Sandwiches""","Southwest","""7537 S Rainbow Blvd, Ste 104""","89139",3.5,80,"Vietnamese;Sandwiches;Restaurants",1,"0",1679,FALSE
"1252","dPxZI9lrKTl5dvFfnb1_Ig","""Trattoria Italia""","Anthem","""9905 S Eastern Ave, Ste 140""","89183",4.5,210,"Seafood;Italian;Pizza;Restaurants",1,"0",861,FALSE
"1253","DqcD3YflYhArFsC4KVUnOw","""Nothing Bundt Cakes""","Southeast","""9711 S Eastern Ave, Ste H10""","89183",4.5,242,"Bakeries;Desserts;Food;Restaurants;Cupcakes",1,"0",4475,FALSE
"1254","dqtWVr1WlaQcmPPCrmZH3w","""Del Taco""","Northwest","""4470 N Rancho Dr""","89130",2,23,"Mexican;Fast Food;Restaurants",1,"0",2884,TRUE
"1255","DsAZ2gzuGK9_wKzMiGqIjw","""Ciao Pizzeria""","Southeast","""3421 E Tropicana Ave, Ste F""","89121",3,40,"Pizza;Restaurants",1,"0",3236,FALSE
"1256","dSjzFrUbIjqlhd2cJp-zSA","""Rotisserie Chicken""","Spring Valley","""6375 S Rainbow Blvd, Ste 101""","89118",4.5,33,"Wraps;American (New);American (Traditional);Fast Food;Chicken Shop;Salad;Food;Restaurants",0,"1",739,FALSE
"1257","dtJYPbWv0cli924MqKRNUw","""Divine Events""",NA,"""6380 S Valley View Blvd, Ste 316""","89118",5,4,"Event Planning & Services;Party & Event Planning;Caterers;Restaurants;Cafes;Wedding Planning",1,"0",866,FALSE
"1258","dtqT51H8Q8mIvrLylVuiZg","""OMG Sushi""",NA,"""2351 N Rainbow Blvd, Ste 103""","89108",4,126,"Restaurants;Sushi Bars",1,"0",835,FALSE
"1259","dTsyfvRfN-zFdsgIDuQllQ","""Alder & Birch""",NA,"""4500 W Tropicana Ave""","89103",4,95,"Nightlife;Steakhouses;Bars;Restaurants;Cocktail Bars;American (Traditional)",1,"1",1165,FALSE
"1260","dtVXEl_dASB1kn2erejiCw","""Pho Thien Huong""","Chinatown","""6850 W Spring Mountain Rd, Ste F-06""","89146",4,11,"Restaurants;Vietnamese",0,"0",1284,FALSE
"1261","dubu2kN3Y9EB4uYGFWa0MQ","""Primrose""","The Strip","""3770 Las Vegas Blvd S""","89109",4,38,"Restaurants;African;Cafes;American (New);Sandwiches;French;Bars;Nightlife;Breakfast & Brunch",1,"1",582,FALSE
"1262","duCjWA3EBSA-ox5LTcXbwQ","""Jack In the Box""",NA,"""4040 S Rainbow Blvd""","89103",2.5,23,"Restaurants;Burgers;Fast Food",1,"1",3079,TRUE
"1263","dupc1Q5bl1gwTheS1ZqEig","""SuperBook Deli""","Eastside","""3000 Paradise Rd""","89109",2.5,41,"Sandwiches;Nightlife;Bars;Delis;American (New);Restaurants",0,"1",3462,FALSE
"1264","dusNIzdCaH6EoLl2hRy6cQ","""Chipotle Mexican Grill""","The Strip","""3475 Las Vegas Blvd S""","89109",3.5,105,"Mexican;Fast Food;Restaurants",1,"0",4917,TRUE
"1265","duw-3Aj7gAKbQG-isS5UtQ","""Veranda""","The Strip","""Four Seasons Hotel, 3950 S Las Vegas Blvd""","89109",4,422,"Coffee & Tea;Bars;Food;Restaurants;Breakfast & Brunch;Italian;Nightlife",1,"0",4629,FALSE
"1266","dVbZ0xbkwl8BWiqaDS0t-w","""Putter's Bar & Grill""","Spring Valley","""7150 S Durango Dr""","89113",3.5,42,"Sports Bars;Restaurants;Nightlife;Bars;American (Traditional)",1,"1",4329,TRUE
"1267","DVfCbJhJUDWRlUfrKzaKOA","""Sam Woo BBQ Restaurant""","Chinatown","""4215 Spring Mountain Rd, Ste B101""","89102",2,487,"Noodles;Chinese;Barbeque;Restaurants",1,"0",4361,FALSE
"1268","dVhGY-mNwTWQzK01Zxuclw","""Yunnan Garden""","Chinatown","""3934 Schiff Dr""","89103",3.5,278,"Restaurants;Chinese;Szechuan;Noodles",1,"0",4191,FALSE
"1269","DW0ZvWuYaSvMcB_3LG5RGg","""Pei Wei""","Summerlin","""10830 W Charleston Blvd""","89135",3.5,184,"Fast Food;Gluten-Free;Chinese;Restaurants;Asian Fusion",1,"0",3929,FALSE
"1270","dWJ7fG8Egp3Ips6j0T7Unw","""Rizano's Pizza""",NA,"""4012 S Rainbow Blvd, Ste N""","89103",3.5,51,"Pizza;Restaurants",1,"0",3530,FALSE
"1271","dWk0mbhj79pK3WBp5oLtpw","""Rí Rá Irish Pub""","The Strip","""3950 S Las Vegas Blvd""","89119",4,932,"Irish;Restaurants;Pubs;Bars;Nightlife",1,"0",2961,FALSE
"1272","dWw7M_JsAVUprR86--89ZA","""Moo Woo Korean BBQ""","Centennial","""5770 Centennial Center Blvd""","89149",4.5,230,"Korean;Restaurants;Asian Fusion;Barbeque",1,"0",886,FALSE
"1273","DWwxANY20LnPQ8SecPfrXQ","""Haagen Dazs Shop""","The Strip","""3200 Las Vegas Blvd S""","89109",3,6,"Juice Bars & Smoothies;Ice Cream & Frozen Yogurt;Food",1,"0",2290,FALSE
"1274","DX690eOaqO7CK2Qr6__rMQ","""El Triunfo Restaurant""","Sunrise","""4450 E Charleston Blvd, Ste 3""","89104",4.5,5,"Mexican;Restaurants",1,"0",1554,FALSE
"1275","DXYhrg9EXuW8n5QMnCoHAg","""Burke in the Box""","Southeast","""McCarran International Airport""","89119",2,168,"Restaurants;American (Traditional)",1,"1",3738,FALSE
"1276","DxzAGrpddzgGmdtNBHgi8g","""Baskin Robbins""","The Lakes","""9151 W Sahara Ave""","89117",2,84,"Ice Cream & Frozen Yogurt;Food",1,"0",3532,TRUE
"1277","DYAorbxOyubUB_wtQRCdug","""MadHouse Coffee""","Westside","""8470 W Desert Inn Rd, Ste H-1""","89117",4,727,"Food;Sandwiches;American (New);Coffee & Tea;Restaurants;Bakeries",1,"1",4427,FALSE
"1278","DyCv2ubxeygyOUWJ4lnewg","""Sweetspot Nitrogen Ice Cream & Boba Tea""","Spring Valley","""6830 S Rainbow Blvd, Ste 140""","89118",4.5,147,"Desserts;Bubble Tea;Food;Coffee & Tea;Ice Cream & Frozen Yogurt",1,"0",669,FALSE
"1279","dYDuaXVyIXMXlmeMYf2ktw","""Sweet Addiction, Cookies & Ice Cream""","Spring Valley","""5165 S Fort Apache Rd, Ste 160""","89148",4.5,396,"Ice Cream & Frozen Yogurt;Event Planning & Services;Bakeries;Food;Caterers",1,"0",2466,FALSE
"1280","dYMhfzyZyklXELmYq_wfKg","""Flavors The Buffet""","The Strip","""3475 Las Vegas Blvd S""","89109",3,605,"Buffets;Restaurants",1,"0",4721,FALSE
"1281","dYpnpMZowfGsCisHhABPZg","""Samurai Sam's""","Southeast","""7620 Las Vegas Blvd S""","89123",3,77,"Japanese;Restaurants",1,"0",4181,TRUE
"1282","DYuOxkW4DtlJsTHdxdXSlg","""Bahama Breeze""","Eastside","""375 Hughes Center Dr""","89169",4,707,"Seafood;Nightlife;Restaurants;Laotian;Caribbean;Latin American;Bars",1,"1",4702,FALSE
"1283","DyVteo8Blf5gEfC9QbJE9A","""Arizona Charlie's Decatur""","Westside","""740 S Decatur Blvd""","89107",2.5,163,"Casinos;Hotels & Travel;Arts & Entertainment;Hotels;Restaurants;Event Planning & Services",1,"0",4465,FALSE
"1284","DyYS-JKXlW2PCr_Gt5JOvQ","""Luckys""","Southwest","""7345 S Jones Blvd""","89139",3.5,73,"Pizza;Nightlife;Bars;Sports Bars;Lounges;Restaurants",1,"0",3307,FALSE
"1285","dYZqJ2S1ND9KghLIKJg71g","""Tacos El Burrito Loco""","Westside","""2401 S Valley View Blvd""","89102",3.5,23,"Mexican;Restaurants",1,"0",3801,FALSE
"1286","dZB5VuI4mCVRz8qQUwUgCg","""Krazy Sushi""","Centennial","""7160 N Durango Dr, Ste 140""","89149",3.5,300,"Japanese;Sushi Bars;Restaurants",1,"0",3581,FALSE
"1287","dzKDFiWLkspVBJKGfT0M2g","""Oyshi Sushi""","Westside","""7293 W Sahara Ave""","89117",3.5,474,"Japanese;Sushi Bars;Restaurants",1,"0",1827,FALSE
"1288","DzKl51tivGJMLiNsQqf38w","""Island Sushi & Grill""","Southeast","""9400 S Eastern Ave, 103""","89123",4,887,"Breakfast & Brunch;Restaurants;Hawaiian;Poke;Food;Sushi Bars;Japanese",1,"0",4126,FALSE
"1289","dZq0qLyk67fZkBiedjjMMw","""El Manantial Restaurant""",NA,"""1078 N Rancho Dr""","89106",4,10,"Mexican;Restaurants",1,"0",823,FALSE
"1290","E_jLyf_YuGgMP_rw8tvNSA","""Niko's Pizza Las Vegas""","Spring Valley","""4555 S Fort Apache Rd, Ste 112""","89147",5,118,"Mediterranean;Pizza;Italian;Food Delivery Services;Desserts;Chicken Wings;Sandwiches;Restaurants;Food;Salad",1,"0",868,FALSE
"1291","E-0yfHPIoQk6FwXt6W6UYA","""Lucky's Restaurant""","Eastside","""3150 Paradise Rd""","89109",3,4,"Restaurants;Fast Food",1,"0",1271,FALSE
"1292","e-P17ZVKGvnBT58pqtxQeA","""Riva by Wolfgang Puck""","The Strip","""3355 Las Vegas Blvd N""","89109",3,35,"Restaurants;American (New)",1,"1",4335,FALSE
"1293","E-pUHcZaIzFQbnWnGHcC7w","""Sonic Drive-In""","Eastside","""5085 E Tropicana Ave""","89122",3,32,"Fast Food;Restaurants;American (Traditional)",1,"1",3906,TRUE
"1294","e-X1HcALttCuuHtl0wU_gg","""QDOBA Mexican Eats""",NA,"""5045 W Tropicana Ave, Unit 115""","89103",3,60,"Caterers;Mexican;Fast Food;Restaurants;Event Planning & Services",1,"0",3307,FALSE
"1295","e0JOkQYz_cnz91k6X55PLw","""Sinatra""","The Strip","""3131 Las Vegas Blvd S""","89109",4,494,"Restaurants;Italian",1,"0",3759,FALSE
"1296","E0OKctOhZpUQgwUUBc_RwA","""The Habit Burger Grill""","Southwest","""4830 Blue Diamond Rd, Ste 130""","89139",4,201,"Salad;Burgers;Food Trucks;Sandwiches;Restaurants;Food",1,"1",1051,TRUE
"1297","e1qIWEYgYjTJG1zHr4rwxg","""Burger King""","The Lakes","""8699 W Sahara Ave""","89117",3,35,"Restaurants;Fast Food;Burgers",1,"1",2882,TRUE
"1298","e2ApirIzYID9xIye0r_gKQ","""Farmer Boys""","Centennial","""7791 W Tropical Pkwy""","89149",2.5,178,"Salad;Breakfast & Brunch;Sandwiches;Burgers;Restaurants;Mexican;American (Traditional)",1,"1",1737,TRUE
"1299","E2inSSpEOeOnC1reFPC2-w","""Pho Kitchen""","Chinatown","""6820 Spring Mountain Rd, Ste C111""","89146",4.5,13,"Noodles;Vietnamese;Restaurants",0,"0",623,TRUE
"1300","E2m3W6dzu_SLBK1hrEJFTA","""Ice Cream Pop N Roll""","Southeast","""500 E Windmill Ln, Ste 170""","89123",4.5,21,"Food;Ice Cream & Frozen Yogurt",0,"0",583,FALSE
"1301","e2uWs-oYZ2PB4ybr-UhErQ","""VeggiEAT Xpress""","Eastside","""3768 Maryland Pkwy, Ste 650""","89119",4.5,85,"Food;Vegetarian;Restaurants;Vegan;Vietnamese;Asian Fusion;Juice Bars & Smoothies",0,"0",836,FALSE
"1302","e3PBfbtXUjMziX6XGsOMoA","""Cafe Sanuki""","Chinatown","""4821 Spring Mountain Rd, Ste G""","89102",4.5,110,"Cafes;Restaurants;Soup;Japanese;Noodles",1,"0",525,FALSE
"1303","e4Z9C7iGhQtw5afAcLBdtw","""Starbucks""","Northwest","""6020 W Craig Rd, Ste 110""","89130",2.5,34,"Coffee & Tea;Food",1,"0",2881,TRUE
"1304","E62l6LwZJ7lKaExcUbrtYw","""Hikari""","Spring Valley","""4175 S Buffalo Dr""","89147",4,615,"Steakhouses;Restaurants;Japanese;Sushi Bars",1,"1",4220,FALSE
"1305","E67gGK8yOn9kkNzx8FzQKA","""Buffalo Wild Wings""","Spring Valley","""4280 Hualapi, #108""","89147",3,276,"Chicken Wings;Nightlife;Sports Bars;Bars;Restaurants;American (Traditional)",1,"1",4227,TRUE
"1306","e7byM17cm_J9ulGHD7Fbdw","""Greens & Grill""",NA,"""840 S Rancho Dr, Ste 6""","89106",4,64,"Wraps;Salad;Restaurants;Burgers;Kebab;Seafood;American (New)",1,"1",754,FALSE
"1307","E7gXf8A6CyBIqc5twzgG_Q","""Starbucks""","Northwest","""4949 N Rancho Rd""","89130",2,10,"Food;Coffee & Tea",1,"0",2268,TRUE
"1308","e7N0AW-sKkJmRIpEovxBAg","""Aces & Ales""",NA,"""2801 N Tenaya Way, Ste A""","89128",4,391,"Restaurants;Nightlife;Sports Bars;Bars;Pubs;American (Traditional);American (New)",1,"1",2126,FALSE
"1309","E7VRsyNQWPteH6_qI4j7bw","""Thai Pepper""","The Strip","""2226 Paradise Rd""","89104",4,385,"Restaurants;Vegetarian;Asian Fusion;Thai",1,"0",3924,FALSE
"1310","E7WzNqwMMifJkPZtuKOgRg","""Eat Summerlin Proper""","Summerlin","""1910 Village Center Cir, Ste 1""","89134",4,103,"Cafes;Breakfast & Brunch;Restaurants;Sandwiches;Event Planning & Services;Caterers;American (New);Food",1,"1",674,FALSE
"1311","e8aRJbv2EMH5DqMzbDK8wQ","""Taco Bell""",NA,"""6010 W. Tropicana""","89103",3,29,"Tex-Mex;Restaurants;Mexican;Fast Food",1,"0",3656,TRUE
"1312","E8HkA7NUzE9RXXAr9FJyzQ","""Local Bartending School""",NA,"""800 N Rainbow Blvd""","89107",5,3,"Specialty Schools;Food;Bartending Schools;Education;Special Education",1,"0",1800,FALSE
"1313","E96XW5-Me9nnBIkpg0nNBA","""Blue Ribbon - Las Vegas""","The Strip","""3708 Las Vegas Blvd S""","89109",4,34,"American (New);Venues & Event Spaces;Event Planning & Services;Restaurants;Cocktail Bars;Bars;Nightlife;Seafood",1,"1",680,FALSE
"1314","E9Bq0UKtg3tB1yr2QXZ0Dg","""Waffle Bar""","Westside","""410 S Rampart Blvd, Ste 120""","89145",3.5,104,"Desserts;Belgian;American (Traditional);Breakfast & Brunch;Waffles;Creperies;Restaurants;Food",0,"1",1093,FALSE
"1315","e9gaoUQEws5tmQROZodZMg","""Manhattan Pizza II""",NA,"""4955 E Craig Rd""","89115",3.5,46,"Pizza;Restaurants",1,"0",3205,FALSE
"1316","E9HkUYYO_-5vKjvBwLuDIw","""Ohlala French Bistro""","Summerlin","""2120 N Rampart Blvd, Ste 150""","89128",4.5,116,"French;Restaurants",1,"0",937,FALSE
"1317","E9lp-WOCflgY9wrGf0aMGg","""Cukis""","Southwest","""Blue Diamond Rd""","89141",5,10,"Food;Mexican;Food Trucks;Restaurants",1,"0",2373,FALSE
"1318","E9YrPcoz_USW31ZBIiMeMg","""Cake World Bakery""","Downtown","""220 N Maryland Pkwy""","89101",4,37,"Food;Desserts;Bakeries",1,"0",3287,FALSE
"1319","Ea3BblvC4zzagYI_1cNumA","""Capriotti's Sandwich Shop""","Westside","""6340 W Charleston Blvd""","89107",4,66,"Restaurants;Salad;Sandwiches;Vegetarian",1,"0",4317,TRUE
"1320","eaNenRk_liZBERFFLCXqqQ","""Hobak Korean BBQ""","Chinatown","""5808 Spring Mountain Rd, Ste 101""","89146",4.5,741,"Barbeque;Restaurants;Korean",1,"0",1111,FALSE
"1321","Eau1XrNg91XSzJRn_sCWTg","""Chinoise""","The Strip","""3500 Las Vegas Blvd S""","89109",2.5,3,"Restaurants;Chinese",1,"0",4390,FALSE
"1322","eavP59x5DOpGwVFhxbG4Cg","""Pho Vietnamese Cuisine""","The Strip","""3300 Las Vegas Blvd S""","89109",2.5,275,"Vietnamese;Restaurants",1,"0",4350,FALSE
"1323","EAwh1OmG6t6p3nRaZOW_AA","""Ellis Island Hotel, Casino & Brewery""","Eastside","""4178 Koval Ln""","89109",4,1946,"Bars;Barbeque;Karaoke;Food;Breweries;Restaurants;American (Traditional);Nightlife;Pubs;Arts & Entertainment;Casinos",1,"1",4794,FALSE
"1324","EAyy8Z0V5zfO_LXxSqkD-A","""Carl's Jr""","Sunrise","""2350 S Nellis Blvd""","89104",1,10,"Restaurants;Fast Food;Burgers",1,"1",2838,TRUE
"1325","eBj_YyJU5jVu6tbZCkdtDA","""Brio Tuscan Grille""","Westside","""420 S Rampart Blvd, Ste 180""","89145",4,447,"Italian;Nightlife;Pizza;Cocktail Bars;Bars;Restaurants",1,"0",2898,FALSE
"1326","EBnR5M6upBcHfMK4063_Sw","""Mob City Pizza""",NA,"""4485 South Jones""","89103",3,10,"Restaurants;Italian",1,"0",1183,FALSE
"1327","EbPUpHZjaPG_bMrhr5zS8g","""Sweet Home Baked Company""","Westside","""302 S Rampart""","89145",3.5,4,"Bakeries;Farmers Market;Food;Vegetarian;Vegan;Restaurants",0,"0",1193,FALSE
"1328","eBtEx6IQsQDoIDJXTDKdXA","""Arby's Roast Beef Sandwich Restaurants""","Spring Valley","""4830 S Fort Apache Rd""","89147",2.5,30,"Sandwiches;Restaurants;Fast Food",1,"0",3140,FALSE
"1329","ec1xAYXFKc5P7as_uIbzUA","""Fancy Fine European Bakery""","Westside","""420 S Rampart Blvd""","89145",1.5,3,"Food;Desserts;Bakeries;Ice Cream & Frozen Yogurt",1,"0",1280,FALSE
