"","X","business_id","name","open_2019","neighborhood","august_2017_median","stars","review_count","categories","age"
"352",379,"9Aq0MmPAYcz-Xm2vbUq98A","""Carl's Jr.""",1,"Southeast",1395,2,22,"Fast Food;Restaurants;Burgers","2009-04-23"
"353",380,"9cw870n3gsGikVoOT5YOYg","""Pier 215""",1,"Spring Valley",1250,4.5,429,"Seafood;American (New);Restaurants;American (Traditional);Japanese;Asian Fusion;Sushi Bars","2016-05-08"
"354",381,"9dz6ZYUDCqtD67LSPTLApQ","""McDonald's""",1,"Spring Valley",1475,2.5,21,"Restaurants;Fast Food;Burgers","2011-02-27"
"355",382,"9edPSkfXKsJmkZYIaOmA7Q","""Las Vegas South Premium Outlets""",1,"Southeast",1395,3.5,393,"Shopping;Restaurants;Shopping Centers;Fashion;Outlet Stores","2006-01-10"
"356",383,"9eUBRR7WWOqXErZ7omYLNA","""Sandbar""",1,"South Summerlin",1475,3,24,"Restaurants;Lounges;Music Venues;Cafes;Arts & Entertainment;Bars;Nightlife","2006-09-11"
"357",384,"9evRrJHVWghiv16EOUg6zA","""Mountain View Bistro""",0,"Northwest",1300,4,71,"Burgers;Restaurants;Sandwiches;Salad;Breakfast & Brunch;American (Traditional);Diners","2017-01-30"
"358",386,"9Fn0aU6gg6oGi9HsE5tlbw","""Corcoran's Irish Pub""",1,"Southeast",855,2.5,18,"Irish;Restaurants","2013-05-15"
"359",387,"9fTDeI6mApFX52qYJ8z0mw","""Dutch Bros. Coffee""",1,"Eastside",1100,4.5,626,"Coffee & Tea;Food","2015-06-19"
"360",388,"9GPTELAPPpT5vUxad9AoCw","""Red Ribbon Bakeshop""",1,"Eastside",855,4,43,"Food;Filipino;Restaurants;Bakeries","2010-04-15"
"361",389,"9I-B9X7nUJWTqERimx_YRg","""Captain Cook""s BBQ""",0,"Southeast",1395,4.5,3,"Food;Food Trucks","2014-12-06"
"362",390,"9iCgfQ7ffWtroHbde7q-pQ","""IHOP""",1,"Westside",1400,2.5,59,"Restaurants;American (New);American (Traditional);Breakfast & Brunch","2011-04-28"
"363",391,"9li2xKBUybR_7JGiCwo6Gg","""Pizza N Pizza""",1,"Eastside",1375,3.5,26,"Pizza;Restaurants","2015-11-17"
"364",392,"9MK66QkfnTp6BxZudH9wxg","""Capriotti's Sandwich Shop""",1,"Sunrise",1000,3.5,48,"Sandwiches;Restaurants;Burgers;Salad","2010-05-12"
"365",393,"9pAjLSoHs95m5D3nP3nY5Q","""Subway""",0,"Spring Valley",1475,2.5,14,"Restaurants;Sandwiches;Fast Food","2010-06-06"
"366",394,"9pTewioF128zRmHKAYGYDQ","""Papa John's Pizza""",1,"Centennial",1450,2.5,47,"Pizza;Restaurants","2010-09-08"
"367",396,"9t_kFVG77fs0qUA-MsvZHg","""Starbucks""",1,"Downtown",1100,3,47,"Coffee & Tea;Food","2011-01-07"
"368",397,"9tLCuUmw3Tlco-tKPGkIWQ","""Teriyaki Madness""",1,"Northwest",1350,4,109,"Hawaiian;Japanese;Asian Fusion;Restaurants","2011-05-04"
"369",398,"9UVkAmyodpaSBm49DBKFNw","""Sweet Poké""",1,"Northwest",1350,4.5,276,"Sushi Bars;Restaurants;Food;Hawaiian;Poke;Seafood;Asian Fusion;Japanese","2016-06-17"
"370",399,"9UZbY3FxhpNZ8sVWcYON6A","""Cicis""",1,"Southeast",1100,3,113,"Restaurants;Buffets;American (Traditional);Pizza","2010-09-01"
"371",400,"9V9RlgqqnPFQJfF_e9Lnmw","""Baidu China Bistro""",1,"Southwest",1450,3.5,132,"Restaurants;Chinese;Salad","2007-07-13"
"372",401,"9virZ-ORrLHsv0p8EORxeg","""Dairy Queen""",1,"Southwest",1495,2.5,25,"Fast Food;Restaurants;Food;Desserts;Sandwiches;Ice Cream & Frozen Yogurt","2015-06-14"
"373",403,"9wNrqTeoEepFSbFu4QLuUQ","""Rosati's Pizza""",1,"Southeast",1395,3.5,43,"Sandwiches;Chicken Wings;Restaurants;Pizza","2015-11-04"
"374",404,"9wUIxdYz-CCpGRLu9BxJdg","""South Philly Steak & Fries""",1,"Downtown",1100,1.5,17,"Cheesesteaks;American (Traditional);Restaurants","2014-11-24"
"375",405,"9xAQPtjOf92wLjMHPWYEpA","""Cili""",1,"Southeast",855,4,58,"Seafood;Restaurants;Venues & Event Spaces;Event Planning & Services;Wedding Planning;American (New)","2006-09-22"
"376",406,"9XhPvCEzyIIyiJIB63tJvg","""AlkaWater""",1,"Northwest",1095,5,6,"Water Stores;Home Services;Food;Water Purification Services;Local Services","2015-03-22"
"377",407,"9xtiK1Uxc2Q76dwm6ffpmg","""Cafe Gelato""",1,"Eastside",1375,3.5,18,"Gelato;Food;Desserts;Coffee & Tea","2016-04-20"
"378",408,"9yFqdZa0osahV6qjFJ_Saw","""Yogurtland""",1,"Spring Valley",1100,4,54,"Ice Cream & Frozen Yogurt;Food","2016-05-04"
"379",409,"9YiQ3o0EGmtojzjXdEfgeQ","""The Green Regime""",1,"Southeast",855,4.5,56,"Salad;Restaurants;Food;Juice Bars & Smoothies;Food Stands;Sandwiches","2014-02-07"
"380",412,"A-uZAD4zP3rRxb44WUGV5w","""Soho Japanese Restaurant""",1,"Southwest",1450,4.5,1289,"Restaurants;Sushi Bars;Asian Fusion;Japanese","2013-10-07"
"381",413,"a09UyTP6KoaARapiMU7oJw","""Tiki's Hawaiian BBQ""",1,"Centennial",1450,4.5,48,"Hawaiian;Restaurants","2017-07-19"
"382",414,"a0v7Si0DK4cIko7AQY4YXg","""Egg Works""",1,"Spring Valley",1100,4.5,829,"Breakfast & Brunch;Restaurants;American (Traditional)","2011-12-03"
"383",415,"A0X1baHPgw9IiBRivu0G9g","""Patisserie Manon""",1,"Westside",1400,4,642,"Food;French;Restaurants;Bakeries","2010-11-12"
"384",416,"A1ZRCrjOMOwQGj2hCYWDEQ","""KFC""",1,"Summerlin",1872.5,1.5,38,"Chicken Wings;Restaurants;Fast Food","2011-09-09"
"385",417,"A2pZTpFXWC38z506XIhnBQ","""Wingstop""",1,"Northwest",1330,3.5,51,"Restaurants;Chicken Wings;Fast Food","2010-09-03"
"386",418,"a3vug2R5PvBCmzr6KU5RnA","""Tropical Smoothie Cafe""",1,"Northwest",1300,2.5,106,"Restaurants;Cafes;Food;Juice Bars & Smoothies","2012-08-25"
"387",419,"A4yJu-Nq1n6nuLP6QKZkrw","""El Pollo Loco""",1,"Northwest",1300,2.5,53,"Mexican;Fast Food;Restaurants","2011-03-27"
"388",420,"A5Rkh7UymKm0_Rxm9K2PJw","""Yard House""",1,"Southeast",855,4,1204,"Seafood;Sports Bars;Vegetarian;Asian Fusion;Restaurants;Cocktail Bars;American (Traditional);Bars;Nightlife;Beer Bar;American (New);Wine Bars;Steakhouses","2008-03-22"
"389",421,"A6lKCuTrDSJ_eFKyumZCJQ","""WuHu Noodle""",1,"Southwest",1450,4,106,"Chinese;Asian Fusion;Noodles;Restaurants","2015-06-16"
"390",422,"A81a8oV8DAxnGLY2_r8dUQ","""Tapioca Express""",0,"Eastside",855,3.5,115,"Restaurants;Juice Bars & Smoothies;Bubble Tea;Food;Coffee & Tea","2014-11-13"
"391",423,"A9cpN5TtYvJcB25pjLxkpQ","""Subway""",1,"Summerlin",1872.5,4,26,"Fast Food;Soup;Restaurants;Sandwiches","2014-02-06"
"392",425,"ac3laXcJnclYZAO65XAcmA","""Black Bear Diner""",1,"Southeast",1395,4,183,"Breakfast & Brunch;Restaurants;American (Traditional);Diners","2017-04-23"
"393",427,"Adfso3cOhkAfv8YXC__aqg","""Madison Avenue Bar & Grille""",1,"Eastside",1375,3.5,12,"Pizza;Restaurants;Nightlife;Bars;Burgers;Sports Bars","2010-08-19"
"394",428,"AE-1mzUBcBuC5QkwlX24BQ","""OMG Boba Tea""",1,"Summerlin",1100,3.5,117,"Food;Coffee & Tea;Bubble Tea","2013-08-03"
"395",430,"AES2bv2pf2jIL5c2qVQ33w","""Papa John's Pizza""",1,"Southwest",1450,2,89,"Pizza;Restaurants","2009-12-02"
"396",431,"aEtbk_LuJREjm66jKmCQRw","""LUV Lounge""",1,"Southeast",1395,5,26,"Mediterranean;Nightlife;Bars;Restaurants;Hookah Bars;Lounges","2017-07-22"
"397",432,"aF6cB7BtV3lXQhJoLuESGw","""La Mojarra Loca""",1,"Sunrise",1000,4,41,"Mexican;Seafood;Restaurants","2011-08-11"
"398",433,"AfL8Ds7ex73tfVbq3EFWKg","""Baja Fresh""",1,"Westside",1400,5,6,"Restaurants;Mexican","2017-10-30"
"399",434,"agGJSdMTRrkA6VrYMbC-SQ","""Volcano Grille""",1,"Spring Valley",1250,4,251,"Restaurants;Japanese","2014-09-03"
"400",435,"aGl6ey1bOn2cqguYMIZyFw","""La Tradicion""",1,"Sunrise",1000,3.5,7,"Mexican;Restaurants","2012-01-23"
"401",436,"AgMBY5tKMaFnFA2S6Vf22A","""Capriotti's Sandwich Shop""",1,"Spring Valley",1100,3.5,94,"Sandwiches;Restaurants","2010-06-01"
"402",437,"AhAuNIkWtht0Fq4gEJzodA","""Wienerschnitzel""",1,"Eastside",1100,3.5,22,"Hot Dogs;Sandwiches;Restaurants;Fast Food","2007-04-05"
"403",438,"aheCcRjiUDFUyByHdmKHpQ","""Nekter Juice Bar""",1,"South Summerlin",1872.5,4,104,"Juice Bars & Smoothies;Acai Bowls;Vegan;Restaurants;Gluten-Free;Food","2014-10-29"
"404",439,"aHFkZDm8g27zpzydNE8OMg","""7 Sinful Subs""",1,"University",855,4.5,85,"Restaurants;Sandwiches","2016-08-16"
"405",441,"AHnvBkGTNlpAVTmg-k0Bsg","""Subway""",0,"Eastside",1100,3,7,"Restaurants;Fast Food;Sandwiches","2015-01-15"
"406",442,"AI7zxDNVgO3pDyAP_rcA7A","""Chipotle Mexican Grill""",1,"Centennial",1350,3,97,"Restaurants;Fast Food;Mexican","2010-06-10"
"407",443,"ai8nfTBNvL579cjIuqZajQ","""Manhattan Pizza""",1,"Westside",1400,3.5,147,"Pizza;Restaurants;Salad;Sandwiches;Desserts;Food","2009-01-27"
"408",444,"aidcfUzZLOjWgwlxfv3UlA","""Tony Big's Pizza N Pasta""",1,"Spring Valley",1250,3,102,"Restaurants;Pizza;Italian","2015-05-28"
"409",445,"aivNhZ9sArYQ2XHfCocHng","""Dreamland Cafe""",0,"Spring Valley",1225,5,4,"Bubble Tea;Cafes;Food;Juice Bars & Smoothies;Restaurants","2017-10-11"
"410",446,"aIyqvsWX2NPCVjW4EOTHFQ","""Flatbreadz""",1,"Southeast",855,2.5,45,"Restaurants;Sandwiches","2008-05-29"
"411",447,"ajwGl90CuCZac3BKWY1ShQ","""McDonald's""",1,"Southeast",1395,2.5,32,"Restaurants;Fast Food;Burgers","2012-07-11"
"412",448,"ak-f8IV0ZdDeI4oYnjA1Pw","""Habaneros Taco Grill""",1,"Spring Valley",1300,4,188,"Mexican;Restaurants;Tacos;Fast Food","2015-04-02"
"413",450,"AKHdt0hRzX1sYZwmGzwG_A","""Fuel Café""",1,"Eastside",1375,2.5,54,"Food;Restaurants;Coffee & Tea;Cafes","2012-07-06"
"414",451,"AL5YzikrmxwcBzBNLGO7Jw","""Fuddruckers""",1,"Spring Valley",1300,3.5,191,"Burgers;American (Traditional);Restaurants","2008-08-15"
"415",452,"ALaBtHzn3ekGDJQoCoQgOg","""Onion Steak Sub""",1,"Northwest",1300,4,45,"Burgers;Sandwiches;Cheesesteaks;Restaurants;Steakhouses;Breakfast & Brunch;Delis","2017-06-12"
"416",453,"aME5_yvkBqKH9v0ZDubIeQ","""Baskin-Robbins""",1,"Centennial",1450,3,40,"Food;Ice Cream & Frozen Yogurt","2010-11-04"
"417",454,"AmJ0GFlYCAap-vGYxv-OJQ","""Rocky's Bar and Grill""",1,"Southeast",1395,4,72,"Bars;Nightlife;Gastropubs;Breakfast & Brunch;American (Traditional);Restaurants","2011-04-15"
"418",455,"aMZzd9RrRyhpuUJycefotA","""Norm's Diner""",1,"Spring Valley",1300,4.5,63,"Restaurants;Diners","2016-12-04"
"419",456,"AN0bWhisCf6LN9eHZ7DQ3w","""Los Olivos Ristorante""",1,"Eastside",1100,4.5,14,"Italian;Restaurants","2017-08-14"
"420",457,"aNe8ofTYrealxqv7VtFTuw","""Sierra Gold""",1,"Spring Valley",1100,3.5,215,"American (New);Restaurants;Pubs;Nightlife;Sports Bars;Bars;Food;Pizza;Breweries","2007-08-14"
"421",458,"anrLWKAKm3hFLcJpbhEDUg","""IHOP""",1,"Summerlin",1550,2.5,58,"Restaurants;American (New);Coffee & Tea;Breakfast & Brunch;American (Traditional);Food","2010-05-29"
"422",459,"AnXovUgUHJap3QaDRnjL1w","""Blueberry Hill Family Restaurant""",1,"Eastside",1100,4,331,"Breakfast & Brunch;Diners;American (New);Restaurants","2006-08-27"
"423",460,"Apkr-qykgpUI5ltIw7B-7Q","""Stake Out Bar & Grill""",1,"University",855,4,113,"Restaurants;Nightlife;Pubs;Sandwiches;Sports Bars;American (New);Bars;Salad","2007-02-09"
"424",461,"aQ222ydz_GSRZV66xNt4kQ","""Sen of Japan""",1,"Westside",1400,4.5,441,"Restaurants;Japanese;Sushi Bars","2007-02-10"
"425",463,"ars2tzN-u21FuTwuxAMkVQ","""Lilly's Thai & Vietnamese Restaurant""",0,"Westside",1400,4,88,"Thai;Restaurants;Food;Vietnamese","2014-06-13"
"426",464,"Asy49gKgikq_NkYsC_7c0Q","""Capriotti's Sandwich Shop""",1,"Southwest",1495,2.5,90,"Restaurants;Sandwiches","2011-01-08"
"427",465,"ATGZLAWudXt5hQXQ1AVGDQ","""SG Bar""",1,"Spring Valley",1300,3.5,111,"Sports Bars;American (New);Bars;Nightlife;Restaurants","2016-09-22"
"428",466,"atVh8viqTj-sqDJ35tAYVg","""Beach Cafe""",1,"Southwest",1450,3.5,269,"Restaurants;Breakfast & Brunch;Burgers;Diners","2007-06-18"
"429",467,"aTvmLm3YfTs_L290fEolEw","""Ori'Zaba's Scratch Mexican Grill""",1,"Southeast",1300,3,61,"Restaurants;Mexican","2015-03-31"
"430",468,"aUb0maIrZ-rdnvod1r7Umg","""Little Caesars Pizza""",1,"Eastside",1100,2.5,22,"Pizza;Restaurants","2007-04-05"
"431",469,"AUl6myFhTAbEqt0GMdKHiw","""Chipotle Mexican Grill""",1,"Spring Valley",1100,3,149,"Fast Food;Mexican;Restaurants","2010-02-25"
"432",470,"AUOlDSQ8R2wIkN4lQ4kVDg","""Lima Limon""",1,"Westside",1100,4,206,"Chicken Wings;Peruvian;Restaurants;Seafood","2012-11-20"
"433",471,"AurgTYGyCItvvgFp9NQBag","""Subway""",1,"Northwest",1300,2.5,11,"Restaurants;Sandwiches;Fast Food","2010-05-17"
"434",472,"AVA3AwMEHfLY9anV3WgDXA","""El Pollo Loco""",1,"Southwest",1100,2.5,87,"Restaurants;Chicken Wings;Mexican;Fast Food","2012-08-01"
"435",473,"avBS62WEvwWyoDWBXAlxmg","""Subway""",1,"Southeast",1100,4.5,11,"Food;Restaurants;Sandwiches;Fast Food","2010-08-08"
"436",474,"aVmuRwieNxpW8vfC3s1jpg","""Sierra Gold""",1,"Summerlin",1100,3.5,80,"Gastropubs;American (New);Sports Bars;Bars;Restaurants;Venues & Event Spaces;Nightlife;Pubs;Event Planning & Services","2012-07-28"
"437",475,"AVXw5x9Sg-jD5EVcvpxrQA","""Burger King""",1,"Southeast",855,2,63,"Burgers;Fast Food;Restaurants","2008-05-30"
"438",478,"axfGq2ooUSB9MpL1RQTmeQ","""Panda Express""",1,"Southeast",1395,2.5,36,"Restaurants;Fast Food;Chinese","2011-03-26"
"439",479,"axJFWAeEJ-kRs8LFy8ow1A","""Cafe Hookah""",1,"University",855,3.5,3,"Restaurants;Bars;Mediterranean;Nightlife","2007-03-02"
"440",480,"AYe8rS3qBPuLHSwNOZSbcA","""Sushi Loca""",1,"South Summerlin",1872.5,3,229,"Food;Sushi Bars;Restaurants","2014-11-14"
"441",481,"aYfHXWNjLNUVoQa5CMA2jg","""The Juice Standard""",1,"Spring Valley",1300,4.5,205,"Juice Bars & Smoothies;Food;Restaurants","2014-03-04"
"442",482,"AyKOSCyaPb7x8a9gqZ0z2A","""Subway""",1,"Centennial",1450,2.5,11,"Sandwiches;Fast Food;Restaurants","2014-02-19"
"443",483,"ayT30_GPYHqnrDhBe3IySQ","""Life Cafe""",1,"Summerlin",1872.5,3,7,"Restaurants;Cafes","2014-06-26"
"444",484,"aYyj9OdH059CoEXadmldXA","""Bonsai Japanese Steak & Sushi""",1,"Southwest",1250,4,197,"Teppanyaki;Japanese;Steakhouses;Sushi Bars;Restaurants","2016-10-11"
"445",485,"AZlnpvILz5cEWJifjr2CSQ","""Roma Deli II and Wine Shop""",1,"Westside",1400,4,142,"Restaurants;Italian;Delis","2009-05-20"
"446",486,"AZRUB9twDxhm3JYicAw0NA","""U-Swirl Frozen Yogurt""",1,"Sunrise",1000,3,41,"Ice Cream & Frozen Yogurt;Food","2010-08-23"
"447",487,"AztVIokc5VtP4m8r6kSnWw","""Subway""",0,"Southwest",1450,2,8,"Fast Food;Sandwiches;Restaurants","2010-06-16"
"448",488,"azxeH9W14hzFnZyuOm8JdQ","""Chophouse & Brewery""",1,"Southeast",855,3,178,"Sports Bars;Nightlife;Bars;Restaurants;Steakhouses","2012-08-29"
"449",490,"b1Dfmn7cmXU3GnlpNHnH7A","""Philly Steak and Pizza Express""",1,"Southeast",1395,2,4,"Restaurants;Pizza;Steakhouses","2011-03-19"
"450",491,"b1hmyz3gxWdhuWKkSdk3Ug","""Clamato's & Beer""",1,"Eastside",855,2.5,3,"Restaurants","2017-05-07"
"451",492,"b1WGIdd_oSwGYZtC769Shw","""Rachel's Kitchen""",1,"Centennial",1350,3.5,303,"Breakfast & Brunch;Sandwiches;Restaurants;Food;Juice Bars & Smoothies;American (New)","2013-06-18"
"452",493,"B1X-D4mRW3VjNUUolPDItA","""Mr Beijing""",0,"Eastside",855,3.5,173,"Restaurants;Barbeque;Chinese;Vegetarian","2009-02-24"
"453",494,"b27YujiIUpypBuxX2nn0zw","""Starbucks""",1,"The Lakes",1400,3,47,"Food;Coffee & Tea","2011-05-10"
"454",495,"b48IZPvY6MQO8MXK3uCNCQ","""Village Pub & Poker""",1,"Southeast",1300,4,33,"Nightlife;Arts & Entertainment;Casinos;Bars;Food;Breweries;American (Traditional);Restaurants;Pubs","2008-06-04"
"455",496,"b4a9xvX1LtwcZx6a5SiFVw","""Port of Subs""",1,"Southeast",1395,4,31,"Sandwiches;Restaurants;Delis;Salad","2011-11-26"
"456",497,"B4zX3o9Qehq-cibq05FTcA","""Auntie Anne's""",1,"Southeast",855,3,38,"Food;Pretzels;Restaurants;Food Stands","2008-12-16"
"457",498,"b5uCtk5iUcdeSWBNAx40Ug","""PT's""",1,"Southeast",855,3.5,19,"American (New);Restaurants;Sports Bars;Bars;Pubs;Nightlife","2010-09-11"
"458",499,"B5VHqG8yQIC-WWcZvscTbQ","""Juice Bar At LVAC""",1,"Spring Valley",1300,3,34,"Juice Bars & Smoothies;Food","2010-08-07"
"459",502,"B89xU39A243rNNoQpcCKYA","""Avery's Coffee Roasters""",1,"Westside",1400,4.5,181,"Coffee & Tea;Food","2013-09-30"
"460",503,"B8Wqz8w7kKvMjZIbr2yUZg","""The Spot to Eat""",1,"Southwest",1450,4,3,"Food;Restaurants;Food Trucks;Burgers","2013-08-23"
"461",504,"b9lGo4hvKBFravd3iSNN9g","""Starbucks""",1,"Centennial",1330,3,17,"Coffee & Tea;Food","2011-03-15"
"462",505,"bAdwf-n52f46-ZjlfJ1Hwg","""Roberto's Taco Shop""",1,"Centennial",1330,2.5,26,"Fast Food;Mexican;Restaurants","2016-04-13"
"463",506,"BB-Ab0rwYk6aclOn9SMVmg","""Blue Dogs Pub""",1,"Eastside",1100,3.5,15,"Nightlife;Dive Bars;Restaurants;American (Traditional);Bars","2010-03-25"
"464",508,"BCAw9a_kyx2RddRH9tMmKQ","""Mr. Lucky's 24-7""",1,"Eastside",1375,3.5,802,"Restaurants;American (Traditional);Diners","2005-10-11"
"465",509,"BcW7Z9lPmOB_8eS2lEuOqQ","""Musashi Japanese Steakhouse""",1,"Eastside",1375,4,596,"Steakhouses;Restaurants;Sushi Bars;Japanese","2008-01-01"
"466",510,"bDvLiWHaZOPk18p958xLOQ","""Scoops""",1,"Sunrise",995,3.5,5,"Food;Ice Cream & Frozen Yogurt","2014-08-09"
"467",512,"BEtgRzNeXGAf0uQ-HuSyfA","""Ohjah Noodle House""",1,"Spring Valley",1250,4.5,294,"Japanese;Restaurants;Ramen;Noodles","2016-12-14"
"468",513,"BfBl4TKaTrfrZY-yGSB1jQ","""Johnny Rockets""",1,"Westside",1100,3.5,56,"American (Traditional);Diners;Sandwiches;Restaurants;Burgers","2009-05-19"
"469",514,"bffQssCZ-KpA_PPIu6Vysg","""Chuck E Cheeses""",1,"Sunrise",1000,2.5,18,"Pizza;Restaurants","2014-06-04"
"470",515,"bFUWmRKsCkborKVe6oaA5g","""Jack in the Box""",1,"Northwest",1300,3,22,"Burgers;Restaurants;Fast Food","2011-04-12"
"471",516,"bfY7lYQWOg1UosYbJQceAw","""Carl's Jr""",1,"Southeast",1195,2,12,"Restaurants;Fast Food;Burgers","2014-05-08"
"472",517,"bgXb5YYzQvHXmM8owZB4fQ","""Wolfgang Puck Bar & Grill Summerlin""",1,"South Summerlin",1872.5,3.5,256,"Sandwiches;Pizza;American (Traditional);Nightlife;Salad;Restaurants;Bars;Seafood","2014-11-05"
"473",518,"bHFBYlFZfJSJ7_Irns2KZw","""Viva Café""",1,"Eastside",1375,4.5,17,"Cafes;Bagels;Sandwiches;Restaurants;Food;Coffee & Tea;Tea Rooms;Juice Bars & Smoothies","2013-03-28"
"474",520,"BhueLLvA0k9G1Lr0WeZX9w","""Cafe Zupas""",1,"Spring Valley",1100,3.5,260,"Restaurants;Soup;Sandwiches;Salad","2015-12-18"
"475",521,"BIbjBxoiJLS8CnNsSP64TQ","""360 Gourmet Burrito""",1,"Southeast",855,1.5,139,"Mexican;Restaurants","2009-03-26"
"476",522,"biFv9mXsP0V4omBUy1Z-MA","""Pizza Hut""",1,"Westside",1400,3,34,"Restaurants;Chicken Wings;Pizza;Italian","2011-08-09"
"477",523,"BIwjYT9nqbkF7kbzne-tmQ","""Wolfgang Puck Express""",1,"Southeast",855,2,3,"Restaurants;Food;American (New)","2015-06-28"
"478",524,"BjPph9SbmEfox2vip326PQ","""Brooksy's Bar & Grill""",1,"Spring Valley",1300,4,82,"Restaurants;Sports Bars;Bars;Nightlife;Event Planning & Services;American (Traditional);Caterers","2011-03-29"
"479",525,"BjrKNWhtQkedHw8hP_0Bjg","""Umami""",1,"Centennial",1350,4.5,226,"Restaurants;Sushi Bars;Asian Fusion;Japanese","2017-01-10"
"480",526,"bK70PtUK5nGGLzP7tChaeg","""Putter's Bar & Grill""",1,"Eastside",1100,3.5,21,"Bars;Lounges;Nightlife;American (Traditional);Restaurants","2007-03-01"
"481",527,"bKbYRUZKDYonSPOjzchJJg","""Veggie Delight""",0,"Chinatown",1225,4,246,"Restaurants;Vegan;Vegetarian","2007-05-28"
"482",528,"BKg8YIGX_5YyUczmBAyyCQ","""China Passion""",1,"Sunrise",1100,4.5,77,"Chinese;Soup;Food Delivery Services;Food;Restaurants","2016-06-05"
"483",529,"bKkg_SW-lWU2XDNVodksOg","""Menchie's Frozen Yogurt""",1,"Sunrise",1000,4.5,34,"Custom Cakes;Ice Cream & Frozen Yogurt;Food;Desserts","2015-02-03"
"484",530,"blBZJ_UbVb2ieOcktYRuZg","""Smashburger""",1,"Southeast",1395,4,155,"Fast Food;Burgers;Restaurants","2013-08-17"
"485",531,"bLieCqMMt4la2i8M2v1TUg","""Jersey Mike's Subs""",1,"Southeast",1450,3.5,37,"Restaurants;Fast Food;Sandwiches;Delis","2013-03-25"
"486",532,"Bm8nRUsZ-dK6g2eJLxMTOw","""Naka Sushi""",1,"Summerlin",1100,4,333,"Sushi Bars;Japanese;Restaurants","2012-02-04"
"487",533,"BMAflH82OUIMl2mHtP0MNQ","""Bonanno's New York Pizzeria""",1,"South Summerlin",1872.5,3.5,69,"Restaurants;Pizza","2015-03-26"
"488",534,"bMchstbw4IPp19vpERj8cA","""Antique Mall of America""",1,"Southeast",1395,3.5,58,"Antiques;Shopping;Restaurants","2008-02-24"
"489",535,"bMZBkFrTI6uSYQB6XYnvnw","""Fogo de Chão Brazilian Steakhouse""",0,"South Summerlin",1872.5,4,227,"Steakhouses;Restaurants;Brazilian;Seafood","2015-11-02"
"490",536,"BndplCo6DSSIUSP5wOEF0w","""LULU Hawaiian BBQ 2""",1,"Centennial",1350,3.5,65,"Hawaiian;Seafood;Restaurants;Barbeque","2016-11-05"
"491",537,"BnpuVvPy3sfLlkqKCx6Xnw","""Grand Cafe""",1,"South Summerlin",1872.5,2.5,329,"Restaurants;Wine Bars;Nightlife;Cafes;Breakfast & Brunch;Burgers;Bars;American (Traditional)","2007-07-06"
"492",539,"BOQOuwSNhfKx1xvKtONsBg","""Settebello Pizzeria Napoletana""",1,"Westside",1400,4,329,"Pizza;Italian;Restaurants","2013-10-19"
"493",540,"bQEy8J4a1mWyuPIuiIzBMg","""Starbucks""",1,"The Strip",1225,2.5,8,"Coffee & Tea;Food","2015-01-07"
"494",541,"BQKPbuILIAG53XtIZ51s5Q","""Original Tommy's Hamburgers""",1,"Northwest",1300,3.5,120,"Restaurants;Food;Burgers","2013-09-25"
"495",542,"BqXuk5peVO-lIovXCv9CyQ","""Veggy Street""",1,"Spring Valley",1475,4.5,28,"Gluten-Free;Fast Food;Vegetarian;Restaurants;Sandwiches;Vegan","2017-09-18"
"496",543,"bRR4gsjHv0F_RnRGjQBqlg","""CJ's Italian Ice & Custard""",1,"Spring Valley",1300,4,220,"Ice Cream & Frozen Yogurt;Restaurants;Food;Desserts;Italian","2012-04-05"
"497",544,"BS2Y5IZiCOHBebHMEU2dEQ","""Claim Jumper""",0,"Eastside",1375,3.5,9,"Burgers;Bars;Restaurants;Nightlife;American (Traditional)","2017-10-12"
"498",545,"BSDKbSLFO3CP-uhfcuUCkA","""Dave & Buster's""",1,"South Summerlin",1872.5,3,356,"Sports Bars;Eatertainment;Arts & Entertainment;Bars;Arcades;Nightlife;American (Traditional);Restaurants","2016-08-06"
"499",546,"BSGy3c4voXZ5ntOi2fJwjg","""Panini Cafe""",1,"The Lakes",1400,4,62,"Sandwiches;Restaurants;Kosher","2008-03-09"
"500",547,"bUEc1ZDgfZPymHyUXEiiNg","""Roberto's Taco Shop""",1,"Downtown",1100,3.5,51,"Mexican;Fast Food;Restaurants","2012-02-17"
"501",548,"BuHbMNbCQzzYi-3Y5w1c4Q","""The Habit Burger Grill""",1,"Eastside",1375,4.5,231,"Restaurants;Burgers","2015-08-06"
"502",549,"buk0wVdm_42901qeVIoTrg","""The Lunch Crew Catering""",1,"Westside",1100,2,4,"Restaurants;Event Planning & Services;Italian;American (New);Caterers","2016-07-07"
"503",550,"BUoV8s0j22KD_PzLm8BlkA","""Salcianu Bistro""",1,"Eastside",855,4.5,3,"American (Traditional);Restaurants","2014-04-11"
"504",551,"burnDlH36FSphvf4vQf10w","""Sushi Tower & Steakhouse""",1,"Spring Valley",1300,4,179,"Sushi Bars;Restaurants;Steakhouses","2008-05-01"
"505",553,"bvGdqJ-SeGdIHX-HEabwlg","""North Beach Italian Bistro""",0,"Northwest",1350,4.5,200,"Restaurants;Breakfast & Brunch;Italian;Seafood","2014-06-21"
"506",554,"bvtck6zoM3bJVJyucDB0yQ","""Alexis Cafe""",1,"Eastside",1375,2.5,14,"Restaurants;American (Traditional)","2009-02-19"
